"dia","grado","asignatura","area","codigo","descripcion"
166,"1st","Bible","Biblical Literacy","1.BL.1.f","I can memorize the core Scripture verses (Psalms 100:3, Psalms 119:9,11, John 3:16, Ephesians 4:32) and explain what they mean in my own words."
167,"1st","Bible","Spiritual Discernment","1.SD.2.a","I can give examples of trusting God even when difficult things happen."
168,"1st","Bible","Spiritual Discernment","1.SD.2.a","I can give examples of trusting God even when difficult things happen."
169,"1st","Bible","Spiritual Discernment","1.SD.2.b","I can list different ways to worship God."
170,"1st","Bible","Spiritual Discernment","1.SD.2.b","I can list different ways to worship God."
171,"1st","Bible","Spiritual Discernment","1.SD.2.c","I can explain how I am unique and made in God's image."
172,"1st","Bible","Spiritual Discernment","1.SD.2.c","I can explain how I am unique and made in God's image."
173,"1st","Bible","Spiritual Discernment","1.SD.2.d","I can explain that Jesus died for my salvation."
174,"1st","Bible","Spiritual Discernment","1.SD.2.d","I can explain that Jesus died for my salvation."
175,"1st","Bible","Biblical Worldview","1.BW.3.a","I can explain why I need to read God's Word regularly."
176,"1st","Bible","Biblical Worldview","1.BW.3.a","I can explain why I need to read God's Word regularly."
177,"1st","Bible","Life Application and Service","1.LAS.4.a","I can give examples of showing respect to others that have different family backgrounds or traditions."
178,"1st","Bible","Life Application and Service","1.LAS.4.a","I can give examples of showing respect to others that have different family backgrounds or traditions."
179,"1st","Bible","Life Application and Service","1.LAS.4.b","I can identify those God has placed in authority over me."
180,"1st","Bible","Life Application and Service","1.LAS.4.b","I can identify those God has placed in authority over me."
1,"2nd","Bible","Biblical Literacy","2.BL.1.a","I can identify God's involvement in the events of Moses' life from his birth to the Plagues."
2,"2nd","Bible","Biblical Literacy","2.BL.1.a","I can identify God's involvement in the events of Moses' life from his birth to the Plagues."
3,"2nd","Bible","Biblical Literacy","2.BL.1.a","I can identify God's involvement in the events of Moses' life from his birth to the Plagues."
4,"2nd","Bible","Biblical Literacy","2.BL.1.b.i","I can retell the story of Job."
5,"2nd","Bible","Biblical Literacy","2.BL.1.b.i","I can retell the story of Job."
6,"2nd","Bible","Biblical Literacy","2.BL.1.b.ii","I can retell the story of Joshua and Jericho."
7,"2nd","Bible","Biblical Literacy","2.BL.1.b.ii","I can retell the story of Joshua and Jericho."
8,"2nd","Bible","Biblical Literacy","2.BL.1.b.iii","I can retell the story of Elijah."
9,"2nd","Bible","Biblical Literacy","2.BL.1.b.iii","I can retell the story of Elijah."
10,"2nd","Bible","Biblical Literacy","2.BL.1.b.iv","I can retell the story of Esther."
11,"2nd","Bible","Biblical Literacy","2.BL.1.b.iv","I can retell the story of Esther."
12,"2nd","Bible","Biblical Literacy","2.BL.1.b.v","I can retell the story of Daniel."
13,"2nd","Bible","Biblical Literacy","2.BL.1.b.v","I can retell the story of Daniel."
