"dia","grado","asignatura","area","codigo","descripcion"
173,"6th","Bible","Christian Service","6.CS.5.a","I can describe characteristics of a Christian servant as defined by the Bible."
174,"6th","Bible","Christian Service","6.CS.5.a","I can describe characteristics of a Christian servant as defined by the Bible."
175,"6th","Bible","Christian Service","6.CS.5.b","I can explain how serving others is necessary for being a healthy, growing Christian."
176,"6th","Bible","Christian Service","6.CS.5.b","I can explain how serving others is necessary for being a healthy, growing Christian."
177,"6th","Bible","Christian Service","6.CS.5.c","I can reflect on my motivation for serving others."
178,"6th","Bible","Christian Service","6.CS.5.c","I can reflect on my motivation for serving others."
179,"6th","Bible","Christian Service","6.CS.5.d","I can evaluate personal barriers to service and God's provision to overcome them."
180,"6th","Bible","Christian Service","6.CS.5.d","I can evaluate personal barriers to service and God's provision to overcome them."
1,"7th","Bible","Biblical Literacy","7.BL.1.a","I can distinguish God's wisdom from human wisdom and can reflect on the presence or absence of wisdom in my own life."
2,"7th","Bible","Biblical Literacy","7.BL.1.a","I can distinguish God's wisdom from human wisdom and can reflect on the presence or absence of wisdom in my own life."
3,"7th","Bible","Biblical Literacy","7.BL.1.b","I can define wisdom as a biblical concept."
4,"7th","Bible","Biblical Literacy","7.BL.1.b","I can define wisdom as a biblical concept."
5,"7th","Bible","Biblical Literacy","7.BL.1.c","I can name the books that comprise the "wisdom literature" in the Bible."
6,"7th","Bible","Biblical Literacy","7.BL.1.c","I can name the books that comprise the "wisdom literature" in the Bible."
7,"7th","Bible","Biblical Literacy","7.BL.1.d","I can explain the basic hermeneutics of how the Proverbs should be read and understood."
8,"7th","Bible","Biblical Literacy","7.BL.1.d","I can explain the basic hermeneutics of how the Proverbs should be read and understood."
9,"7th","Bible","Spiritual Discernment","7.SD.2.a","I can describe biblical wisdom in key areas stated in Proverbs."
10,"7th","Bible","Spiritual Discernment","7.SD.2.a","I can describe biblical wisdom in key areas stated in Proverbs."
11,"7th","Bible","Spiritual Discernment","7.SD.2.b","I can reflect on my own journey from coercion to counsel. (coercion - fear-based adherence to the law; peer pressure; fear of punishment; counsel - parental advice; teacher input; Holy Spirit guidance; system of grace)"
12,"7th","Bible","Spiritual Discernment","7.SD.2.b","I can reflect on my own journey from coercion to counsel. (coercion - fear-based adherence to the law; peer pressure; fear of punishment; counsel - parental advice; teacher input; Holy Spirit guidance; system of grace)"
13,"7th","Bible","Spiritual Discernment","7.SD.2.c","I can articulate the difference between walking in the Spirit and living in the flesh."
14,"7th","Bible","Spiritual Discernment","7.SD.2.c","I can articulate the difference between walking in the Spirit and living in the flesh."
15,"7th","Bible","Biblical Worldview","7.BW.3.a","I can show how worldview affects perception and decision making."
16,"7th","Bible","Biblical Worldview","7.BW.3.a","I can show how worldview affects perception and decision making."
17,"7th","Bible","Biblical Worldview","7.BW.3.b","I can articulate the basic elements of the Christian worldview (creation, fall, redemption, truth, values, God, mankind)."
18,"7th","Bible","Biblical Worldview","7.BW.3.b","I can articulate the basic elements of the Christian worldview (creation, fall, redemption, truth, values, God, mankind)."
19,"7th","Bible","Biblical Worldview","7.BW.3.c","I can compare worldviews conveyed through culture and media."
20,"7th","Bible","Biblical Worldview","7.BW.3.c","I can compare worldviews conveyed through culture and media."
21,"7th","Bible","Life Application","7.LA.4.a","I can identify the essentials of strong Christian character (e.g. fruit of the Spirit)."
22,"7th","Bible","Life Application","7.LA.4.a","I can identify the essentials of strong Christian character (e.g. fruit of the Spirit)."
23,"7th","Bible","Life Application","7.LA.4.b","I can list principles of wisdom based on examples of wise men and women from the Bible."
24,"7th","Bible","Life Application","7.LA.4.b","I can list principles of wisdom based on examples of wise men and women from the Bible."
25,"7th","Bible","Life Application","7.LA.4.c","I can tabulate consequences and rewards in the lives of contemporary celebrities."
26,"7th","Bible","Life Application","7.LA.4.c","I can tabulate consequences and rewards in the lives of contemporary celebrities."
27,"7th","Bible","Life Application","7.LA.4.d","I can assess my personal character strengths and weaknesses in the areas of biblical wisdom that are studied in class."
28,"7th","Bible","Life Application","7.LA.4.d","I can assess my personal character strengths and weaknesses in the areas of biblical wisdom that are studied in class."
29,"7th","Bible","Life Application","7.LA.4.e","I can memorize verses (1 John 2:11-12, Proverbs 1:7-9, 1 John 2:9-10, Psalms 68:5) and articulate their meaning and application to my life."
30,"7th","Bible","Life Application","7.LA.4.e","I can memorize verses (1 John 2:11-12, Proverbs 1:7-9, 1 John 2:9-10, Psalms 68:5) and articulate their meaning and application to my life."
31,"7th","Bible","Christian Service","7.CS.5.a","I can discuss the Biblical principles of wise stewardship."
32,"7th","Bible","Christian Service","7.CS.5.a","I can discuss the Biblical principles of wise stewardship."
33,"7th","Bible","Christian Service","7.CS.5.b","I can identify at least one gift or talent that I have and a way that this gift could be used to serve others."
34,"7th","Bible","Christian Service","7.CS.5.b","I can identify at least one gift or talent that I have and a way that this gift could be used to serve others."
35,"7th","Bible","Christian Service","7.CS.5.c","I can define the term "marginalized" and name categories of people in the Bible that would fit this description."
36,"7th","Bible","Christian Service","7.CS.5.c","I can define the term "marginalized" and name categories of people in the Bible that would fit this description."
37,"7th","Bible","Christian Service","7.CS.5.d","I can evaluate personal barriers to service and God's provision to overcome them."
38,"7th","Bible","Christian Service","7.CS.5.d","I can evaluate personal barriers to service and God's provision to overcome them."
39,"7th","Bible","Biblical Literacy","7.BL.1.a","I can distinguish God's wisdom from human wisdom and can reflect on the presence or absence of wisdom in my own life."
40,"7th","Bible","Biblical Literacy","7.BL.1.a","I can distinguish God's wisdom from human wisdom and can reflect on the presence or absence of wisdom in my own life."
41,"7th","Bible","Biblical Literacy","7.BL.1.b","I can define wisdom as a biblical concept."
42,"7th","Bible","Biblical Literacy","7.BL.1.b","I can define wisdom as a biblical concept."
43,"7th","Bible","Biblical Literacy","7.BL.1.c","I can name the books that comprise the "wisdom literature" in the Bible."
44,"7th","Bible","Biblical Literacy","7.BL.1.c","I can name the books that comprise the "wisdom literature" in the Bible."
45,"7th","Bible","Biblical Literacy","7.BL.1.d","I can explain the basic hermeneutics of how the Proverbs should be read and understood."
46,"7th","Bible","Biblical Literacy","7.BL.1.d","I can explain the basic hermeneutics of how the Proverbs should be read and understood."
47,"7th","Bible","Spiritual Discernment","7.SD.2.a","I can describe biblical wisdom in key areas stated in Proverbs."
48,"7th","Bible","Spiritual Discernment","7.SD.2.a","I can describe biblical wisdom in key areas stated in Proverbs."
49,"7th","Bible","Spiritual Discernment","7.SD.2.b","I can reflect on my own journey from coercion to counsel. (coercion - fear-based adherence to the law; peer pressure; fear of punishment; counsel - parental advice; teacher input; Holy Spirit guidance; system of grace)"
50,"7th","Bible","Spiritual Discernment","7.SD.2.b","I can reflect on my own journey from coercion to counsel. (coercion - fear-based adherence to the law; peer pressure; fear of punishment; counsel - parental advice; teacher input; Holy Spirit guidance; system of grace)"
51,"7th","Bible","Spiritual Discernment","7.SD.2.c","I can articulate the difference between walking in the Spirit and living in the flesh."
52,"7th","Bible","Spiritual Discernment","7.SD.2.c","I can articulate the difference between walking in the Spirit and living in the flesh."
53,"7th","Bible","Biblical Worldview","7.BW.3.a","I can show how worldview affects perception and decision making."
54,"7th","Bible","Biblical Worldview","7.BW.3.a","I can show how worldview affects perception and decision making."
55,"7th","Bible","Biblical Worldview","7.BW.3.b","I can articulate the basic elements of the Christian worldview (creation, fall, redemption, truth, values, God, mankind)."
56,"7th","Bible","Biblical Worldview","7.BW.3.b","I can articulate the basic elements of the Christian worldview (creation, fall, redemption, truth, values, God, mankind)."
57,"7th","Bible","Biblical Worldview","7.BW.3.c","I can compare worldviews conveyed through culture and media."
58,"7th","Bible","Biblical Worldview","7.BW.3.c","I can compare worldviews conveyed through culture and media."
59,"7th","Bible","Life Application","7.LA.4.a","I can identify the essentials of strong Christian character (e.g. fruit of the Spirit)."
60,"7th","Bible","Life Application","7.LA.4.a","I can identify the essentials of strong Christian character (e.g. fruit of the Spirit)."
61,"7th","Bible","Life Application","7.LA.4.b","I can list principles of wisdom based on examples of wise men and women from the Bible."
62,"7th","Bible","Life Application","7.LA.4.b","I can list principles of wisdom based on examples of wise men and women from the Bible."
63,"7th","Bible","Life Application","7.LA.4.c","I can tabulate consequences and rewards in the lives of contemporary celebrities."
64,"7th","Bible","Life Application","7.LA.4.c","I can tabulate consequences and rewards in the lives of contemporary celebrities."
65,"7th","Bible","Life Application","7.LA.4.d","I can assess my personal character strengths and weaknesses in the areas of biblical wisdom that are studied in class."
66,"7th","Bible","Life Application","7.LA.4.d","I can assess my personal character strengths and weaknesses in the areas of biblical wisdom that are studied in class."
67,"7th","Bible","Life Application","7.LA.4.e","I can memorize verses (1 John 2:11-12, Proverbs 1:7-9, 1 John 2:9-10, Psalms 68:5) and articulate their meaning and application to my life."
68,"7th","Bible","Life Application","7.LA.4.e","I can memorize verses (1 John 2:11-12, Proverbs 1:7-9, 1 John 2:9-10, Psalms 68:5) and articulate their meaning and application to my life."
69,"7th","Bible","Christian Service","7.CS.5.a","I can discuss the Biblical principles of wise stewardship."
70,"7th","Bible","Christian Service","7.CS.5.a","I can discuss the Biblical principles of wise stewardship."
71,"7th","Bible","Christian Service","7.CS.5.b","I can identify at least one gift or talent that I have and a way that this gift could be used to serve others."
72,"7th","Bible","Christian Service","7.CS.5.b","I can identify at least one gift or talent that I have and a way that this gift could be used to serve others."
73,"7th","Bible","Christian Service","7.CS.5.c","I can define the term "marginalized" and name categories of people in the Bible that would fit this description."
74,"7th","Bible","Christian Service","7.CS.5.c","I can define the term "marginalized" and name categories of people in the Bible that would fit this description."
75,"7th","Bible","Christian Service","7.CS.5.d","I can evaluate personal barriers to service and God's provision to overcome them."
76,"7th","Bible","Christian Service","7.CS.5.d","I can evaluate personal barriers to service and God's provision to overcome them."
77,"7th","Bible","Biblical Literacy","7.BL.1.a","I can distinguish God's wisdom from human wisdom and can reflect on the presence or absence of wisdom in my own life."
78,"7th","Bible","Biblical Literacy","7.BL.1.a","I can distinguish God's wisdom from human wisdom and can reflect on the presence or absence of wisdom in my own life."
79,"7th","Bible","Biblical Literacy","7.BL.1.b","I can define wisdom as a biblical concept."
80,"7th","Bible","Biblical Literacy","7.BL.1.b","I can define wisdom as a biblical concept."
81,"7th","Bible","Biblical Literacy","7.BL.1.c","I can name the books that comprise the "wisdom literature" in the Bible."
82,"7th","Bible","Biblical Literacy","7.BL.1.c","I can name the books that comprise the "wisdom literature" in the Bible."
83,"7th","Bible","Biblical Literacy","7.BL.1.d","I can explain the basic hermeneutics of how the Proverbs should be read and understood."
84,"7th","Bible","Biblical Literacy","7.BL.1.d","I can explain the basic hermeneutics of how the Proverbs should be read and understood."
85,"7th","Bible","Spiritual Discernment","7.SD.2.a","I can describe biblical wisdom in key areas stated in Proverbs."
86,"7th","Bible","Spiritual Discernment","7.SD.2.a","I can describe biblical wisdom in key areas stated in Proverbs."
87,"7th","Bible","Spiritual Discernment","7.SD.2.b","I can reflect on my own journey from coercion to counsel. (coercion - fear-based adherence to the law; peer pressure; fear of punishment; counsel - parental advice; teacher input; Holy Spirit guidance; system of grace)"
88,"7th","Bible","Spiritual Discernment","7.SD.2.b","I can reflect on my own journey from coercion to counsel. (coercion - fear-based adherence to the law; peer pressure; fear of punishment; counsel - parental advice; teacher input; Holy Spirit guidance; system of grace)"
89,"7th","Bible","Spiritual Discernment","7.SD.2.c","I can articulate the difference between walking in the Spirit and living in the flesh."
90,"7th","Bible","Spiritual Discernment","7.SD.2.c","I can articulate the difference between walking in the Spirit and living in the flesh."
91,"7th","Bible","Biblical Worldview","7.BW.3.a","I can show how worldview affects perception and decision making."
92,"7th","Bible","Biblical Worldview","7.BW.3.a","I can show how worldview affects perception and decision making."
93,"7th","Bible","Biblical Worldview","7.BW.3.b","I can articulate the basic elements of the Christian worldview (creation, fall, redemption, truth, values, God, mankind)."
94,"7th","Bible","Biblical Worldview","7.BW.3.b","I can articulate the basic elements of the Christian worldview (creation, fall, redemption, truth, values, God, mankind)."
95,"7th","Bible","Biblical Worldview","7.BW.3.c","I can compare worldviews conveyed through culture and media."
96,"7th","Bible","Biblical Worldview","7.BW.3.c","I can compare worldviews conveyed through culture and media."
97,"7th","Bible","Life Application","7.LA.4.a","I can identify the essentials of strong Christian character (e.g. fruit of the Spirit)."
98,"7th","Bible","Life Application","7.LA.4.a","I can identify the essentials of strong Christian character (e.g. fruit of the Spirit)."
99,"7th","Bible","Life Application","7.LA.4.b","I can list principles of wisdom based on examples of wise men and women from the Bible."
100,"7th","Bible","Life Application","7.LA.4.b","I can list principles of wisdom based on examples of wise men and women from the Bible."
101,"7th","Bible","Life Application","7.LA.4.c","I can tabulate consequences and rewards in the lives of contemporary celebrities."
102,"7th","Bible","Life Application","7.LA.4.c","I can tabulate consequences and rewards in the lives of contemporary celebrities."
103,"7th","Bible","Life Application","7.LA.4.d","I can assess my personal character strengths and weaknesses in the areas of biblical wisdom that are studied in class."
104,"7th","Bible","Life Application","7.LA.4.d","I can assess my personal character strengths and weaknesses in the areas of biblical wisdom that are studied in class."
105,"7th","Bible","Life Application","7.LA.4.e","I can memorize verses (1 John 2:11-12, Proverbs 1:7-9, 1 John 2:9-10, Psalms 68:5) and articulate their meaning and application to my life."
106,"7th","Bible","Life Application","7.LA.4.e","I can memorize verses (1 John 2:11-12, Proverbs 1:7-9, 1 John 2:9-10, Psalms 68:5) and articulate their meaning and application to my life."
107,"7th","Bible","Christian Service","7.CS.5.a","I can discuss the Biblical principles of wise stewardship."
108,"7th","Bible","Christian Service","7.CS.5.a","I can discuss the Biblical principles of wise stewardship."
109,"7th","Bible","Christian Service","7.CS.5.b","I can identify at least one gift or talent that I have and a way that this gift could be used to serve others."
110,"7th","Bible","Christian Service","7.CS.5.b","I can identify at least one gift or talent that I have and a way that this gift could be used to serve others."
111,"7th","Bible","Christian Service","7.CS.5.c","I can define the term "marginalized" and name categories of people in the Bible that would fit this description."
112,"7th","Bible","Christian Service","7.CS.5.c","I can define the term "marginalized" and name categories of people in the Bible that would fit this description."
113,"7th","Bible","Christian Service","7.CS.5.d","I can evaluate personal barriers to service and God's provision to overcome them."
114,"7th","Bible","Christian Service","7.CS.5.d","I can evaluate personal barriers to service and God's provision to overcome them."
115,"7th","Bible","Biblical Literacy","7.BL.1.a","I can distinguish God's wisdom from human wisdom and can reflect on the presence or absence of wisdom in my own life."
116,"7th","Bible","Biblical Literacy","7.BL.1.a","I can distinguish God's wisdom from human wisdom and can reflect on the presence or absence of wisdom in my own life."
117,"7th","Bible","Biblical Literacy","7.BL.1.b","I can define wisdom as a biblical concept."
118,"7th","Bible","Biblical Literacy","7.BL.1.b","I can define wisdom as a biblical concept."
119,"7th","Bible","Biblical Literacy","7.BL.1.c","I can name the books that comprise the "wisdom literature" in the Bible."
120,"7th","Bible","Biblical Literacy","7.BL.1.c","I can name the books that comprise the "wisdom literature" in the Bible."
121,"7th","Bible","Biblical Literacy","7.BL.1.d","I can explain the basic hermeneutics of how the Proverbs should be read and understood."
122,"7th","Bible","Biblical Literacy","7.BL.1.d","I can explain the basic hermeneutics of how the Proverbs should be read and understood."
123,"7th","Bible","Spiritual Discernment","7.SD.2.a","I can describe biblical wisdom in key areas stated in Proverbs."
124,"7th","Bible","Spiritual Discernment","7.SD.2.a","I can describe biblical wisdom in key areas stated in Proverbs."
125,"7th","Bible","Spiritual Discernment","7.SD.2.b","I can reflect on my own journey from coercion to counsel. (coercion - fear-based adherence to the law; peer pressure; fear of punishment; counsel - parental advice; teacher input; Holy Spirit guidance; system of grace)"
126,"7th","Bible","Spiritual Discernment","7.SD.2.b","I can reflect on my own journey from coercion to counsel. (coercion - fear-based adherence to the law; peer pressure; fear of punishment; counsel - parental advice; teacher input; Holy Spirit guidance; system of grace)"
127,"7th","Bible","Spiritual Discernment","7.SD.2.c","I can articulate the difference between walking in the Spirit and living in the flesh."
128,"7th","Bible","Spiritual Discernment","7.SD.2.c","I can articulate the difference between walking in the Spirit and living in the flesh."
129,"7th","Bible","Biblical Worldview","7.BW.3.a","I can show how worldview affects perception and decision making."
130,"7th","Bible","Biblical Worldview","7.BW.3.a","I can show how worldview affects perception and decision making."
131,"7th","Bible","Biblical Worldview","7.BW.3.b","I can articulate the basic elements of the Christian worldview (creation, fall, redemption, truth, values, God, mankind)."
132,"7th","Bible","Biblical Worldview","7.BW.3.b","I can articulate the basic elements of the Christian worldview (creation, fall, redemption, truth, values, God, mankind)."
133,"7th","Bible","Biblical Worldview","7.BW.3.c","I can compare worldviews conveyed through culture and media."
134,"7th","Bible","Biblical Worldview","7.BW.3.c","I can compare worldviews conveyed through culture and media."
135,"7th","Bible","Life Application","7.LA.4.a","I can identify the essentials of strong Christian character (e.g. fruit of the Spirit)."
136,"7th","Bible","Life Application","7.LA.4.a","I can identify the essentials of strong Christian character (e.g. fruit of the Spirit)."
137,"7th","Bible","Life Application","7.LA.4.b","I can list principles of wisdom based on examples of wise men and women from the Bible."
138,"7th","Bible","Life Application","7.LA.4.b","I can list principles of wisdom based on examples of wise men and women from the Bible."
139,"7th","Bible","Life Application","7.LA.4.c","I can tabulate consequences and rewards in the lives of contemporary celebrities."
140,"7th","Bible","Life Application","7.LA.4.c","I can tabulate consequences and rewards in the lives of contemporary celebrities."
141,"7th","Bible","Life Application","7.LA.4.d","I can assess my personal character strengths and weaknesses in the areas of biblical wisdom that are studied in class."
142,"7th","Bible","Life Application","7.LA.4.d","I can assess my personal character strengths and weaknesses in the areas of biblical wisdom that are studied in class."
143,"7th","Bible","Life Application","7.LA.4.e","I can memorize verses (1 John 2:11-12, Proverbs 1:7-9, 1 John 2:9-10, Psalms 68:5) and articulate their meaning and application to my life."
144,"7th","Bible","Life Application","7.LA.4.e","I can memorize verses (1 John 2:11-12, Proverbs 1:7-9, 1 John 2:9-10, Psalms 68:5) and articulate their meaning and application to my life."
145,"7th","Bible","Christian Service","7.CS.5.a","I can discuss the Biblical principles of wise stewardship."
146,"7th","Bible","Christian Service","7.CS.5.a","I can discuss the Biblical principles of wise stewardship."
147,"7th","Bible","Christian Service","7.CS.5.b","I can identify at least one gift or talent that I have and a way that this gift could be used to serve others."
148,"7th","Bible","Christian Service","7.CS.5.b","I can identify at least one gift or talent that I have and a way that this gift could be used to serve others."
149,"7th","Bible","Christian Service","7.CS.5.c","I can define the term "marginalized" and name categories of people in the Bible that would fit this description."
150,"7th","Bible","Christian Service","7.CS.5.c","I can define the term "marginalized" and name categories of people in the Bible that would fit this description."
151,"7th","Bible","Christian Service","7.CS.5.d","I can evaluate personal barriers to service and God's provision to overcome them."
152,"7th","Bible","Christian Service","7.CS.5.d","I can evaluate personal barriers to service and God's provision to overcome them."
153,"7th","Bible","Biblical Literacy","7.BL.1.a","I can distinguish God's wisdom from human wisdom and can reflect on the presence or absence of wisdom in my own life."
154,"7th","Bible","Biblical Literacy","7.BL.1.a","I can distinguish God's wisdom from human wisdom and can reflect on the presence or absence of wisdom in my own life."
155,"7th","Bible","Biblical Literacy","7.BL.1.b","I can define wisdom as a biblical concept."
156,"7th","Bible","Biblical Literacy","7.BL.1.b","I can define wisdom as a biblical concept."
157,"7th","Bible","Biblical Literacy","7.BL.1.c","I can name the books that comprise the "wisdom literature" in the Bible."
158,"7th","Bible","Biblical Literacy","7.BL.1.c","I can name the books that comprise the "wisdom literature" in the Bible."
159,"7th","Bible","Biblical Literacy","7.BL.1.d","I can explain the basic hermeneutics of how the Proverbs should be read and understood."
160,"7th","Bible","Biblical Literacy","7.BL.1.d","I can explain the basic hermeneutics of how the Proverbs should be read and understood."
161,"7th","Bible","Spiritual Discernment","7.SD.2.a","I can describe biblical wisdom in key areas stated in Proverbs."
162,"7th","Bible","Spiritual Discernment","7.SD.2.a","I can describe biblical wisdom in key areas stated in Proverbs."
163,"7th","Bible","Spiritual Discernment","7.SD.2.b","I can reflect on my own journey from coercion to counsel. (coercion - fear-based adherence to the law; peer pressure; fear of punishment; counsel - parental advice; teacher input; Holy Spirit guidance; system of grace)"
164,"7th","Bible","Spiritual Discernment","7.SD.2.b","I can reflect on my own journey from coercion to counsel. (coercion - fear-based adherence to the law; peer pressure; fear of punishment; counsel - parental advice; teacher input; Holy Spirit guidance; system of grace)"
165,"7th","Bible","Spiritual Discernment","7.SD.2.c","I can articulate the difference between walking in the Spirit and living in the flesh."
166,"7th","Bible","Spiritual Discernment","7.SD.2.c","I can articulate the difference between walking in the Spirit and living in the flesh."
167,"7th","Bible","Biblical Worldview","7.BW.3.a","I can show how worldview affects perception and decision making."
168,"7th","Bible","Biblical Worldview","7.BW.3.a","I can show how worldview affects perception and decision making."
169,"7th","Bible","Biblical Worldview","7.BW.3.b","I can articulate the basic elements of the Christian worldview (creation, fall, redemption, truth, values, God, mankind)."
170,"7th","Bible","Biblical Worldview","7.BW.3.b","I can articulate the basic elements of the Christian worldview (creation, fall, redemption, truth, values, God, mankind)."
171,"7th","Bible","Biblical Worldview","7.BW.3.c","I can compare worldviews conveyed through culture and media."
172,"7th","Bible","Biblical Worldview","7.BW.3.c","I can compare worldviews conveyed through culture and media."
173,"7th","Bible","Life Application","7.LA.4.a","I can identify the essentials of strong Christian character (e.g. fruit of the Spirit)."
174,"7th","Bible","Life Application","7.LA.4.a","I can identify the essentials of strong Christian character (e.g. fruit of the Spirit)."
175,"7th","Bible","Life Application","7.LA.4.b","I can list principles of wisdom based on examples of wise men and women from the Bible."
176,"7th","Bible","Life Application","7.LA.4.b","I can list principles of wisdom based on examples of wise men and women from the Bible."
177,"7th","Bible","Life Application","7.LA.4.c","I can tabulate consequences and rewards in the lives of contemporary celebrities."
178,"7th","Bible","Life Application","7.LA.4.c","I can tabulate consequences and rewards in the lives of contemporary celebrities."
179,"7th","Bible","Life Application","7.LA.4.d","I can assess my personal character strengths and weaknesses in the areas of biblical wisdom that are studied in class."
180,"7th","Bible","Life Application","7.LA.4.d","I can assess my personal character strengths and weaknesses in the areas of biblical wisdom that are studied in class."
1,"8th","Bible","Biblical Literacy","8.BL.1.a","I can summarize the key concepts and primary themes of Old Testament books."
2,"8th","Bible","Biblical Literacy","8.BL.1.a","I can summarize the key concepts and primary themes of Old Testament books."
3,"8th","Bible","Biblical Literacy","8.BL.1.b","I can articulate how individual books in the Old Testament relate to the major themes of the Bible."
4,"8th","Bible","Biblical Literacy","8.BL.1.b","I can articulate how individual books in the Old Testament relate to the major themes of the Bible."
5,"8th","Bible","Biblical Literacy","8.BL.1.c","I can identify key events and people in the Bible."
6,"8th","Bible","Biblical Literacy","8.BL.1.c","I can identify key events and people in the Bible."
7,"8th","Bible","Spiritual Discernment","8.SD.2.a","I can explain Biblical inspiration and authority."
8,"8th","Bible","Spiritual Discernment","8.SD.2.a","I can explain Biblical inspiration and authority."
9,"8th","Bible","Spiritual Discernment","8.SD.2.b","I can evaluate how God works in the lives of Old Testament men and women in spite of human weakness and failings."
10,"8th","Bible","Spiritual Discernment","8.SD.2.b","I can evaluate how God works in the lives of Old Testament men and women in spite of human weakness and failings."
11,"8th","Bible","Biblical Worldview","8.BW.3.a","I can distinguish between following God and following idols."
12,"8th","Bible","Biblical Worldview","8.BW.3.a","I can distinguish between following God and following idols."
13,"8th","Bible","Biblical Worldview","8.BW.3.b","I can identify Old Testament prophecies that are fulfilled by Jesus Christ."
14,"8th","Bible","Biblical Worldview","8.BW.3.b","I can identify Old Testament prophecies that are fulfilled by Jesus Christ."
15,"8th","Bible","Biblical Worldview","8.BW.3.c","I can discuss the implications of being created in God's image."
16,"8th","Bible","Biblical Worldview","8.BW.3.c","I can discuss the implications of being created in God's image."
17,"8th","Bible","Biblical Worldview","8.BW.3.d","I can evaluate the basis for law and how biblical, natural, and civil laws interact."
18,"8th","Bible","Biblical Worldview","8.BW.3.d","I can evaluate the basis for law and how biblical, natural, and civil laws interact."
19,"8th","Bible","Life Application","8.LA.4.a","I can discuss how principles of the Old Testament can enrich my life."
20,"8th","Bible","Life Application","8.LA.4.a","I can discuss how principles of the Old Testament can enrich my life."
21,"8th","Bible","Life Application","8.LA.4.b","I can use examples from the Old Testament to evaluate godly behavior."
22,"8th","Bible","Life Application","8.LA.4.b","I can use examples from the Old Testament to evaluate godly behavior."
23,"8th","Bible","Life Application","8.LA.4.c","I can compare and contrast the actions of those who follow God and those who turn away from God."
24,"8th","Bible","Life Application","8.LA.4.c","I can compare and contrast the actions of those who follow God and those who turn away from God."
25,"8th","Bible","Life Application","8.LA.4.d","I can memorize verses (John 1:10-12, John 13:34-35, John 14:1-3) and articulate their meaning and application to my life."
26,"8th","Bible","Life Application","8.LA.4.d","I can memorize verses (John 1:10-12, John 13:34-35, John 14:1-3) and articulate their meaning and application to my life."
27,"8th","Bible","Christian Service","8.CS.5.a","I can identify and explain a passage of Scripture that demonstrates God's call on his people to "do justice.""
28,"8th","Bible","Christian Service","8.CS.5.a","I can identify and explain a passage of Scripture that demonstrates God's call on his people to "do justice.""
29,"8th","Bible","Christian Service","8.CS.5.b","I can reflect on a way that I have either "done justice" personally or seen it done this semester."
30,"8th","Bible","Christian Service","8.CS.5.b","I can reflect on a way that I have either "done justice" personally or seen it done this semester."
31,"8th","Bible","Christian Service","8.CS.5.c","I can give an example of how mercy (getting what you don't deserve) applies to service to others."
32,"8th","Bible","Christian Service","8.CS.5.c","I can give an example of how mercy (getting what you don't deserve) applies to service to others."
33,"8th","Bible","Christian Service","8.CS.5.d","I can evaluate personal barriers to service and God's provision to overcome them."
34,"8th","Bible","Christian Service","8.CS.5.d","I can evaluate personal barriers to service and God's provision to overcome them."
35,"8th","Bible","Christian Service","8.CS.5.e","I can help plan and implement service projects."
36,"8th","Bible","Christian Service","8.CS.5.e","I can help plan and implement service projects."
37,"8th","Bible","Biblical Literacy","8.BL.1.a","I can summarize the key concepts and primary themes of Old Testament books."
38,"8th","Bible","Biblical Literacy","8.BL.1.a","I can summarize the key concepts and primary themes of Old Testament books."
39,"8th","Bible","Biblical Literacy","8.BL.1.b","I can articulate how individual books in the Old Testament relate to the major themes of the Bible."
40,"8th","Bible","Biblical Literacy","8.BL.1.b","I can articulate how individual books in the Old Testament relate to the major themes of the Bible."
41,"8th","Bible","Biblical Literacy","8.BL.1.c","I can identify key events and people in the Bible."
42,"8th","Bible","Biblical Literacy","8.BL.1.c","I can identify key events and people in the Bible."
43,"8th","Bible","Spiritual Discernment","8.SD.2.a","I can explain Biblical inspiration and authority."
44,"8th","Bible","Spiritual Discernment","8.SD.2.a","I can explain Biblical inspiration and authority."
45,"8th","Bible","Spiritual Discernment","8.SD.2.b","I can evaluate how God works in the lives of Old Testament men and women in spite of human weakness and failings."
46,"8th","Bible","Spiritual Discernment","8.SD.2.b","I can evaluate how God works in the lives of Old Testament men and women in spite of human weakness and failings."
47,"8th","Bible","Biblical Worldview","8.BW.3.a","I can distinguish between following God and following idols."
48,"8th","Bible","Biblical Worldview","8.BW.3.a","I can distinguish between following God and following idols."
49,"8th","Bible","Biblical Worldview","8.BW.3.b","I can identify Old Testament prophecies that are fulfilled by Jesus Christ."
50,"8th","Bible","Biblical Worldview","8.BW.3.b","I can identify Old Testament prophecies that are fulfilled by Jesus Christ."
51,"8th","Bible","Biblical Worldview","8.BW.3.c","I can discuss the implications of being created in God's image."
52,"8th","Bible","Biblical Worldview","8.BW.3.c","I can discuss the implications of being created in God's image."
53,"8th","Bible","Biblical Worldview","8.BW.3.d","I can evaluate the basis for law and how biblical, natural, and civil laws interact."
54,"8th","Bible","Biblical Worldview","8.BW.3.d","I can evaluate the basis for law and how biblical, natural, and civil laws interact."
55,"8th","Bible","Life Application","8.LA.4.a","I can discuss how principles of the Old Testament can enrich my life."
56,"8th","Bible","Life Application","8.LA.4.a","I can discuss how principles of the Old Testament can enrich my life."
57,"8th","Bible","Life Application","8.LA.4.b","I can use examples from the Old Testament to evaluate godly behavior."
